id,title,authors,venue,year,group_id,original_id
1959,On views and XML,Serge Abiteboul,ACM SIGMOD Record ,1999,980.0,344853
1960,On Views and XML,Serge Abiteboul,SIGMOD Record,1999,980.0,journals/sigmod/Abiteboul99
1961,Practical Lessons in Supporting Large-Scale Computational Science,"Terence Critchlow, Ron Musick",SIGMOD Record,1999,981.0,journals/sigmod/MusickC99
1962,Practical lessons in supporting large-scale computational science,"Ron Musick, Terence Critchlow",ACM SIGMOD Record ,1999,981.0,344860
1963,SQLJ  Part 1: SQL routines using the Java programming language,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,1999,982.0,344864
1964,SQLJ-Part 1: SQL Routines Using the Java Programming Language,"Andrew Eisenberg, Jim Melton",SIGMOD Record,1999,982.0,journals/sigmod/EisenbergM99a
1965,Engineering Federated Information Systems: Report of EFIS '99 Workshop,"Fèlix Saltor, Uwe Hohenstein, Ralf-Detlef Kutsche, Wilhelm Hasselbring, Gunter Saake, Stefan Conrad, Mark Roantree",SIGMOD Record,1999,983.0,journals/sigmod/ConradHHKRSS99
1966,Engineering federated information systems: report of EEFIS '99 workshop,"S. Conrad, W. Hasselbring, U. Hohenstein, R.-D. Kutsche, M. Roantree, G. Saake, F. Saltor",ACM SIGMOD Record ,1999,983.0,333608
1967,Chorochronos: a research network for spatiotemporal database systems,"Andrew Frank, Stephane Grumbach, Ralf Hartmut G&#252;ting, Christian S. Jensen, Manolis Koubarakis, Nikos Lorentzos, Yannis Manolopoulos, Enrico Nardelli, Barbara Pernici, Hans-J&#246;rg Schek, Michel Scholl, Timos Sellis, Babis Theodoulidis, Peter Widmayer",ACM SIGMOD Record ,1999,984.0,333609
1968,Chorochronos: A Research Network for Spatiotemporal Database Systems,"Enrico Nardelli, Timos K. Sellis, Andrew U. Frank, Stéphane Grumbach, Hans-Jörg Schek, Manolis Koubarakis, Michel Scholl, Ralf Hartmut Güting, Barbara Pernici, Christian S. Jensen, Nikos A. Lorentzos, Babis Theodoulidis, Yannis Manolopoulos, Peter Widmayer",SIGMOD Record,1999,984.0,journals/sigmod/FrankGGJKLMNPSSSTW99
1969,Cost estimation of user-defined methods in object-relational database systems,"Jihad Boulos, Kinji Ono",ACM SIGMOD Record ,1999,985.0,333610
1970,Cost Estimation of User-Defined Methods in Object-Relational Database Systems,"Kinji Ono, Jihad Boulos",SIGMOD Record,1999,985.0,journals/sigmod/BoulosO99
1971,First-Class Views: A Key to User-Centered Computing,"Arnon Rosenthal, Edward Sciore",SIGMOD Record,1999,986.0,journals/sigmod/RosenthalS99
1972,First-class views: a key to user-centered computing,"Arnon Rosenthal, Edward Sciore",ACM SIGMOD Record ,1999,986.0,333611
1973,Distributed transactions in practice,"Prabhu Ram, Lyman Do, Pamela Drew",ACM SIGMOD Record ,1999,987.0,333613
1974,Distributed Transactions in Practice,"Lyman Do, Pamela Drew, Prabhu Ram",SIGMOD Record,1999,987.0,journals/sigmod/RamDD99
1975,"A distributed scientific data archive using the Web, XML and SQL/MED","Mark Papiani, Jasmin L. Wason, Alistair N. Dunlop, Denis A. Nicole",ACM SIGMOD Record ,1999,988.0,333614
1976,"A Distributed Scientific Data Archive Using the Web, XML and SQL/MED","Alistair N. Dunlop, Jasmin L. Wason, Denis A. Nicole, Mark Papiani",SIGMOD Record,1999,988.0,journals/sigmod/PapianiWDN99
1977,An overview and classification of mediated query systems,"Ruxandra Domenig, Klaus R. Dittrich",ACM SIGMOD Record ,1999,989.0,333615
1978,An Overview and Classification of Mediated Query Systems,"Klaus R. Dittrich, Ruxandra Domenig",SIGMOD Record,1999,989.0,journals/sigmod/DomenigD99
1979,Database research at the University of Oklahoma,"Le Gruenwald, Leonard Brown, Ravi Dirckze, Sylvain Guinepain, Carlos Sanchez, Brian Summers, Sirirut Vanichayobon",ACM SIGMOD Record ,1999,990.0,333616
1980,Database Research at the University of Oklahoma,"Sirirut Vanichayobon, Leonard Brown, Ravi A. Dirckze, Sylvain Guinepain, Carlos Sánchez, Le Gruenwald, Brian Summers",SIGMOD Record,1999,990.0,journals/sigmod/GruenwaldBDGSSV99
1981,On mutli-resolution document transmission in mobile Web,"Stanley M. T. Yau, Hong Va Leong, Dennis McLeod, Antonio Si",ACM SIGMOD Record ,1999,991.0,333612
1982,On Multi-Resolution Document Transmission in Mobile Web,"Stanley M. T. Yau, Antonio Si, Dennis McLeod, Hong Va Leong",SIGMOD Record,1999,991.0,journals/sigmod/YauLMS99
1983,Contextualizing the Information Space in Federated Digital Libraries,"Jeroen Hoppenbrouwers, Mike P. Papazoglou",SIGMOD Record,1999,992.0,journals/sigmod/PapazoglouH99
1984,Contextualizing the information space in federated digital libraries,"M. P. Papazoglou, J. Hoppenbrouwers",ACM SIGMOD Record ,1999,992.0,309886
1985,Dynamic service matchmaking among agents in open information environments,"Katia Sycara, Matthias Klusch, Seth Widoff, Jianguo Lu",ACM SIGMOD Record ,1999,993.0,309895
1986,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",SIGMOD Record,1999,993.0,journals/sigmod/SycaraKWL99
1987,Agent-based semantic interoperability in infosleuth,"Jerry Fowler, Brad Perry, Marian Nodine, Bruce Bargmeyer",ACM SIGMOD Record ,1999,994.0,310060
1988,Agent-Based Semantic Interoperability in InfoSleuth,"Bruce Bargmeyer, Brad Perry, Jerry Fowler, Marian H. Nodine",SIGMOD Record,1999,994.0,journals/sigmod/FowlerPNB99
1989,Efficient materialization and use of views in data warehouses,"M&#225;rcio Farias de Souza, Marcus Costa Sampaio",ACM SIGMOD Record ,1999,995.0,310063
1990,Efficient Materialization and Use of Views in Data Warehouses,"Márcio Farias de Souza, Marcus Costa Sampaio",SIGMOD Record,1999,995.0,journals/sigmod/SouzaS99
1991,Design principles for data-intensive Web sites,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi",ACM SIGMOD Record ,1999,996.0,310064
1992,Design Principles for Data-Intensive Web Sites,"Piero Fraternali, Stefano Paraboschi, Stefano Ceri",SIGMOD Record,1999,996.0,journals/sigmod/CeriFP99
1993,A Study on Data Point Search for HG-Trees,"Paul H. Lewis, Joseph Kuan",SIGMOD Record,1999,997.0,journals/sigmod/KuanL99
1994,A study on data point search for HG-trees,"Joseph Kuan, Paul Lewis",ACM SIGMOD Record ,1999,997.0,310065
1995,Semantic integration of environmental models for application to global information systems and decision-making,D. Scott Mackay,ACM SIGMOD Record ,1999,998.0,309852
1996,Semantic Integration of Environmental Models for Application to Global Information Systems and Decision-Making,D. Scott Mackay,SIGMOD Record,1999,998.0,journals/sigmod/Mackay99
1997,Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,"Erik Duval, Eddy Forte, Kris Cardinaels, Koen Hendrikx, Florence Haenni, Maria Wentland Forte, Florence Simillion, Ken Warkentyne, E. Vervaet",SIGMOD Record,1999,999.0,journals/sigmod/ForteHWDCVHFS99
1998,Semantic and pedagogic interoperability mechanisms in the ARIADNE educational repository,"E. Forte, F. Haenni, K. Warkentyne, E. Duval, K. Cardinaels, E. Vervaet, K. Hendrikx, M. Wentland Forte, F. Simillion",ACM SIGMOD Record ,1999,999.0,309870
1999,Unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"Ken Smith, Leo Obrst",ACM SIGMOD Record ,1999,1000.0,309878
2000,Unpacking The Semantics of Source and Usage To Perform Semantic Reconciliation In Large-Scale Information Systems,"Ken Smith, Leo Obrst",SIGMOD Record,1999,1000.0,journals/sigmod/SmithO99
2001,Semantic video indexing: approach and issues,Arun Hampapur,ACM SIGMOD Record ,1999,1001.0,309883
2002,Semantic Video Indexing: Approach and Issue,Arun Hampapur,SIGMOD Record,1999,1001.0,journals/sigmod/Hampapur99
2003,Semantic Integration of Semistructured and Structured Data Sources,"Sonia Bergamaschi, Maurizio Vincini, Silvana Castano",SIGMOD Record,1999,1002.0,journals/sigmod/BergamaschiCV99
2004,Semantic integration of semistructured and structured data sources,"S. Bergamaschi, S. Castano, M. Vincini",ACM SIGMOD Record ,1999,1002.0,309897
2005,Semantic Interoperability in Information Services: Experiencing with CoopWARE,Avigdor Gal,SIGMOD Record,1999,1003.0,journals/sigmod/Gal99
2006,Semantic interoperability in information services: experiencing with CoopWARE,Avigdor Gal,ACM SIGMOD Record ,1999,1003.0,310061
2007,Report on the 13th Brazilian Symposium on Database Systems (SBBD'98),"Claudia Bauzer Medeiros, Mario A. Nascimento",SIGMOD Record,1999,1004.0,journals/sigmod/NascimentoM99
2008,Report on the 13th Brazilian symposium on database systems (SBBD'98),"Mario A. Nascimento, Claudia Bauzer Medeiros",ACM SIGMOD Record ,1999,1004.0,310062
2009,The OASIS Multidatabase Prototype,"John Murphy, Mark Roantree, Wilhelm Hasselbring",SIGMOD Record,1999,1005.0,journals/sigmod/RoantreeMH99
2010,The OASIS multidatabase prototype,"Mark Roantree, John Murphy, Wilhelm Hasselbring",ACM SIGMOD Record ,1999,1005.0,310066
2011,Video anywhere: a system for searching and managing distributed heterogeneous video assets,"Amit Sheth, Clemens Bertram, Kshitij Shah",ACM SIGMOD Record ,1999,1006.0,310067
2012,VideoAnywhere: A System for Searching and Managing Distributed Video Assets,"Amit P. Sheth, Kshitij Shah, Clemens Bertram",SIGMOD Record,1999,1006.0,journals/sigmod/ShethBS99
2013,NSF Workshop on Industrial/Academic Cooperation in Database Systems,"Leonard J. Seligman, Michael J. Carey",SIGMOD Record,1999,1007.0,journals/sigmod/CareyS99
2014,NSF workshop on industrial/academic cooperation in database systems,"Mike Carey, Len Seligman",ACM SIGMOD Record ,1999,1007.0,310071
2015,"SQL: 1999, formerly known as SQL 3","Jim Melton, Andrew Eisenberg",SIGMOD Record,1999,1008.0,journals/sigmod/EisenbergM99
2016,"SQL: 1999, formerly known as SQL3","Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,1999,1008.0,310075
2017,Building Database-driven Electronic Catalogs,Sherif Danish,SIGMOD Record,1998,1009.0,journals/sigmod/Danish98
2018,Building database-driven electronic catalogs,Sherif Danish,ACM SIGMOD Record ,1998,1009.0,306103
2019,A Workflow-based Electronic Marketplace on the Web,"Ibrahim Cingil, Nazife Dimililer, Nesime Tatbul, Ilker Durusoy, Asuman Dogac, Pinar Koksal, Sena Nural Arpinar",SIGMOD Record,1998,1010.0,journals/sigmod/DogacDATKCD98
2020,A workflow-based electronic marketplace on the Web,"Asuman Dogac, Ilker Durusoy, Sena Arpinar, Nesime Tatbul, Pinar Koksal, Ibrahim Cingil, Nazife Dimililer",ACM SIGMOD Record ,1998,1010.0,306109
2021,ADEPT: an agent-based approach to business process management,"N. R. Jennings, T. J. Norman, P. Faratin",ACM SIGMOD Record ,1998,1011.0,306112
2022,ADEPT: An Agent-Based Approach to Business Process Management,"Timothy J. Norman, Nicholas R. Jennings, Peyman Faratin",SIGMOD Record,1998,1011.0,journals/sigmod/JenningsNF98
2023,A Componentized Architecture for Dynamic Electronic Markets,"Israel Ben-Shaul, Benny Reich",SIGMOD Record,1998,1012.0,journals/sigmod/ReichB98
2024,A componentized architecture for dynamic electronic markets,"Benny Reich, Israel Ben-Shaul",ACM SIGMOD Record ,1998,1012.0,306115
2025,Design and implementation of RMP: a virtual electronic market place,"Susanne Boll, Wolfgang Klas, Bernard Battaglin",ACM SIGMOD Record ,1998,1013.0,306119
2026,Design and Implementation of RMP - A Virtual Electronic Market Place,"Wolfgang Klas, Susanne Boll, Bernard Battaglin",SIGMOD Record,1998,1013.0,journals/sigmod/BollKB98
2027,Discovering Internet Marketing Intelligence through Online Analytical Web Usage Mining,"Alex G. Büchner, Maurice D. Mulvenna",SIGMOD Record,1998,1014.0,journals/sigmod/BuchnerM98
2028,Discovering Internet marketing intelligence through online analytical web usage mining,"Alex G. B&#252;chner, Maurice D. Mulvenna",ACM SIGMOD Record ,1998,1014.0,306124
2029,An anonymous electronic commerce scheme with an off-line authority and untrusted agents,"Josep Domingo-Ferrer, Jordi Herrera-Joancomart&#237;",ACM SIGMOD Record ,1998,1015.0,306129
2030,An Anonymous Electronic Commerce Scheme with an Off-Line Authority and Untrusted Agents,"Josep Domingo-Ferrer, Jordi Herrera-Joancomartí",SIGMOD Record,1998,1015.0,journals/sigmod/Domingo-FerrerH98
2031,Component-based e-commerce: assessment of current practices and future directions,"Martin Bichler, Arie Segev, J. Leon Zhao",ACM SIGMOD Record ,1998,1016.0,306102
2032,Component-based E-Commerce: Assesment of Current Practices and Future Directions,"Martin Bichler, Arie Segev, J. Leon Zhao",SIGMOD Record,1998,1016.0,journals/sigmod/BichlerSZ98
2033,XML and electronic commerce: enabling the network economy,"Bart Meltzer, Robert Glushko",ACM SIGMOD Record ,1998,1017.0,306105
2034,XML and Electronic Commerce: Enabling the Network Economy,"Robert J. Glushko, Bart Meltzer",SIGMOD Record,1998,1017.0,journals/sigmod/MeltzerC98
2035,Electronic market: the roadmap for university libraries and members to survive in the information jungle,"Michael Christoffel, Sebastian Pulkowski, Bethina Schmitt, Peter C. Lockemann",ACM SIGMOD Record ,1998,1018.0,306133
2036,Electronic Market: The Roadmap for University Libraries and Members to Survive in the Information Jungle,"Peter C. Lockemann, Bethina Schmitt, Michael Christoffel, Sebastian Pulkowski",SIGMOD Record,1998,1018.0,journals/sigmod/ChristoffelPSL98
2037,The Asilomar report on database research,"Phil Bernstein, Michael Brodie, Stefano Ceri, David DeWitt, Mike Franklin, Hector Garcia-Molina, Jim Gray, Jerry Held, Joe Hellerstein, H. V. Jagadish, Michael Lesk, Dave Maier, Jeff Naughton, Hamid Pirahesh, Mike Stonebraker, Jeff Ullman",ACM SIGMOD Record ,1998,1019.0,306137
2038,The Asilomar Report on Database Research,"Gerald Held, Hector Garcia-Molina, Michael Lesk, Jim Gray, Philip A. Bernstein, David Maier, H. V. Jagadish, Michael Stonebraker, Stefano Ceri, Joseph M. Hellerstein, David J. DeWitt, Jeffrey D. Ullman, Michael L. Brodie, Jeffrey F. Naughton, Michael J. Franklin, Hamid Pirahesh",SIGMOD Record,1998,1019.0,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98
2039,The Middleware Muddle,David Ritter,SIGMOD Record,1998,1020.0,journals/sigmod/Ritter98
2040,The middleware muddle,David Ritter,ACM SIGMOD Record ,1998,1020.0,306141
2041,"SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,1998,1021.0,306144
2042,"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,1021.0,journals/sigmod/EisenbergM98a
2043,Enhanced nearest neighbour search on the R-tree,"King Lum Cheung, Ada Wai-Chee Fu",ACM SIGMOD Record ,1998,1022.0,290596
2044,Enhanced Nearest Neighbour Search on the R-tree,"Ada Wai-Chee Fu, King Lum Cheung",SIGMOD Record,1998,1022.0,journals/sigmod/CheungF98
2045,Algebraic change propagation for semijoin and outerjoin queries,"Timothy Griffin, Bharat Kumar",ACM SIGMOD Record ,1998,1023.0,290597
2046,Algebraic Change Propagation for Semijoin and Outerjoin Queries,"Timothy Griffin, Bharat Kumar",SIGMOD Record,1998,1023.0,journals/sigmod/GriffinK98
2047,B-tree Page Size When Caching is Considered,David B. Lomet,SIGMOD Record,1998,1024.0,journals/sigmod/Lomet98
2048,B-tree page size when caching is considered,David Lomet,ACM SIGMOD Record ,1998,1024.0,290598
2049,A Case for Intelligent Disks (IDISKs),"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",SIGMOD Record,1998,1025.0,journals/sigmod/KeetonPH98
2050,A case for intelligent disks (IDISKs),"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",ACM SIGMOD Record ,1998,1025.0,290602
2051,Database Techniques for the World-Wide Web: A Survey,"Daniela Florescu, Alberto O. Mendelzon, Alon Y. Levy",SIGMOD Record,1998,1026.0,journals/sigmod/FlorescuLM98
2052,Database techniques for the World-Wide Web: a survey,"Daniela Florescu, Alon Levy, Alberto Mendelzon",ACM SIGMOD Record ,1998,1026.0,290605
2053,Database Research at Columbia University,"Kenneth A. Ross, Gail E. Kaiser, Luis Gravano, Salvatore J. Stolfo, Shih-Fu Chang",SIGMOD Record,1998,1027.0,journals/sigmod/ChangGKRS98
2054,Database research at Columbia University,"Shih-Fu Chang, Luis Gravano, Gail E. Kaiser, Kenneth A. Ross, Salvatore J. Stolfo",ACM SIGMOD Record ,1998,1027.0,290607
2055,Report on the 5th international workshop on knowledge representation meets databases (KRDB'98),"Alex Borgida, Vinay K. Chaudhri, Martin Staudt",ACM SIGMOD Record ,1998,1028.0,290595
2056,KRDB '98: The 5th International Workshop on Knowledge Representation Meets Databases,"Alexander Borgida, Martin Staudt, Vinay K. Chaudhri",SIGMOD Record,1998,1028.0,journals/sigmod/BorgidaCS98
2057,Reminiscences on influential papers,Richard Snodgrass,ACM SIGMOD Record ,1998,1029.0,290599
2058,Reminiscences on Influential Papers,"Hector Garcia-Molina, Patricia G. Selinger, Tomasz Imielinski, David Maier, Jeffrey D. Ullman, Richard T. Snodgrass",SIGMOD Record,1998,1029.0,journals/sigmod/SnodgrassGIMSU98
2059,The TriGS Active Object-Oriented Database System - An Overview,"Gerti Kappel, Werner Retschitzegger",SIGMOD Record,1998,1030.0,journals/sigmod/KappelR98
2060,The TriGS active object-oriented database system- an overview,"G. Kappel, W. Retschitzegger",ACM SIGMOD Record ,1998,1030.0,290601
2061,Standards in practice,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,1998,1031.0,290604
2062,Standards in Practice,"Jim Melton, Andrew Eisenberg",SIGMOD Record,1998,1031.0,journals/sigmod/EisenbergM98
2063,The Microsoft database research group,"David Lomet, Roger Barga, Surajit Chaudhuri, Paul Larson, Vivek Narasayya",ACM SIGMOD Record ,1998,1032.0,290608
2064,The Microsoft Database Research Group,"Roger S. Barga, David B. Lomet, Per-Åke Larson, Surajit Chaudhuri, Vivek R. Narasayya",SIGMOD Record,1998,1032.0,journals/sigmod/LometBCLN98
2065,Applications of the JAVA Programming Language to Database Management,"V. Wiktor Marek, Bradley F. Burton",SIGMOD Record,1998,1033.0,journals/sigmod/BurtonM98
2066,Applications of JAVA programming language to database management,"Bradley F. Burton, Victor W. Marek",ACM SIGMOD Record ,1998,1033.0,273254
2067,An extensible notation for spatiotemporal index queries,"Vassilis J. Tsotras, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record ,1998,1034.0,273258
2068,An Extensible Notation for Spatiotemporal Index Queries,"Richard T. Snodgrass, Vassilis J. Tsotras, Christian S. Jensen",SIGMOD Record,1998,1034.0,journals/sigmod/TsotrasJS98
2069,Workshop Report on Experiences Using Object Data Management in the Real-World,Akmal B. Chaudhri,SIGMOD Record,1998,1035.0,journals/sigmod/Chaudhri98
2070,Workshop report on experiences using object data management in the real-world,Akmal B. Chaudhri,ACM SIGMOD Record ,1998,1035.0,273247
2071,Report on the Second IEEE Metadata Conference (Metadata '97),"Chris Miller, Ron Musick",SIGMOD Record,1998,1036.0,journals/sigmod/MusickM98
2072,Report on the second IEEE metadata conference (Metadata '97),"Ron Musick, Chris Miller",ACM SIGMOD Record ,1998,1036.0,273249
2073,PREDATOR: a resource for database research,Praveen Seshadri,ACM SIGMOD Record ,1998,1037.0,273251
2074,Predator: A Resource for Database Research,Praveen Seshadri,SIGMOD Record,1998,1037.0,journals/sigmod/Seshadri98
2075,Materialized Views and Data Warehouses,Nick Roussopoulos,SIGMOD Record,1998,1038.0,journals/sigmod/Roussopoulos98
2076,Materialized views and data warehouses,Nick Roussopoulos,ACM SIGMOD Record ,1998,1038.0,273253
2077,Unbundling Active Functionality,"Hans Fritschi, Arne Koschel, Günter von Bültzingsloewen, Stella Gatziu",SIGMOD Record,1998,1039.0,journals/sigmod/GatziuKBF98
2078,Unbundling active functionality,"Stella Gatziu, Arne Koschel, G&#252;nter von B&#252;ltzingsloewen, Hans Fritschi",ACM SIGMOD Record ,1998,1039.0,273255
2079,Mining fuzzy association rules in databases,"Chan Man Kuok, Ada Fu, Man Hon Wong",ACM SIGMOD Record ,1998,1040.0,273257
2080,Mining Fuzzy Association Rules in Databases,"Ada Wai-Chee Fu, Man Hon Wong, Chan Man Kuok",SIGMOD Record,1998,1040.0,journals/sigmod/KuokFW98
2081,Reminiscences on Influential Papers,Richard T. Snodgrass,SIGMOD Record,1998,1041.0,journals/sigmod/Snodgrass98a
2082,Reminiscences in influential papers,Richard Snodgrass,ACM SIGMOD Record ,1998,1041.0,390004
2083,T2: a customizable parallel database for multi-dimensional data,"Chialin Chang, Anurag Acharya, Alan Sussman, Joel Saltz",ACM SIGMOD Record ,1998,1042.0,273264
2084,T2: A Customizable Parallel Database for Multi-Dimensional Data,"Alan Sussman, Anurag Acharya, Joel H. Saltz, Chialin Chang",SIGMOD Record,1998,1042.0,journals/sigmod/ChangASS98
2085,Workflow history management,"Pinar Koksal, Sena Nural Arpinar, Asuman Dogac",ACM SIGMOD Record ,1998,1043.0,273265
2086,Workflow History Management,"Pinar Koksal, Sena Nural Arpinar, Asuman Dogac",SIGMOD Record,1998,1043.0,journals/sigmod/KoksalAD98
2087,Towards a Richer Web Object Model,Frank Manola,SIGMOD Record,1998,1044.0,journals/sigmod/Manola98
2088,Towards a richer Web object model,Frank Manola,ACM SIGMOD Record ,1998,1044.0,273267
2089,Where will object technology drive data administration?,Arnon Rosenthal,ACM SIGMOD Record ,1998,1045.0,273270
2090,Where Will Object Techonology Drive Data Administration?,Arnon Rosenthal,SIGMOD Record,1998,1045.0,journals/sigmod/Rosenthal98
2091,Repositories and object oriented databases,Philip A. Bernstein,ACM SIGMOD Record ,1998,1046.0,273271
2092,Repositories and Object Oriented Databases,Philip A. Bernstein,SIGMOD Record,1998,1046.0,journals/sigmod/Bernstein98
2093,Towards on-line analytical mining in large databases,Jiawei Han,ACM SIGMOD Record ,1998,1047.0,273273
2094,Towards On-Line Analytical Mining in Large Databases,Jiawei Han,SIGMOD Record,1998,1047.0,journals/sigmod/Han98
2095,Extracting Entity Profiles from Semistructured Information Spaces,"Robert A. Nado, Scott B. Huffman",SIGMOD Record,1997,1048.0,journals/sigmod/NadoH97
2096,Extracting entity profiles from semistructured information spaces,"Robert A. Nado, Scott B. Huffman",ACM SIGMOD Record ,1997,1048.0,271083
2097,Management of semistructured data,Dan Suciu,ACM SIGMOD Record ,1997,1049.0,271077
2098,Foreword: Management of Semistructured Data,Dan Suciu,SIGMOD Record,1997,1049.0,journals/sigmod/Suciu97
2099,Wrapper generation for semi-structured Internet sources,"Naveen Ashish, Craig A. Knoblock",ACM SIGMOD Record ,1997,1050.0,271078
2100,Wrapper Generation for Semi-structured Internet Sources,"Craig A. Knoblock, Naveen Ashish",SIGMOD Record,1997,1050.0,journals/sigmod/AshishK97
2101,Semistructured and structured data in the Web: going back and forth,"Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo",ACM SIGMOD Record ,1997,1051.0,271080
2102,Semistructured und Structured Data in the Web: Going Back and Forth,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni",SIGMOD Record,1997,1051.0,journals/sigmod/AtzeniMM97
2103,Integrating Dynamically-Fetched External Information into a DBMS for Semistructured Data,"Jennifer Widom, Jason McHugh",SIGMOD Record,1997,1052.0,journals/sigmod/McHughW97
2104,Integrating dynamically-fetched external information into a DBMS for semistructured data,"Jason McHugh, Jennifer Widom",ACM SIGMOD Record ,1997,1052.0,271082
2105,Infering Structure in Semistructured Data,"Rajeev Motwani, Serge Abiteboul, Svetlozar Nestorov",SIGMOD Record,1997,1053.0,journals/sigmod/NestorovAM97
2106,Inferring structure in semistructured data,"Svetlozer Nestorov, Serge Abiteboul, Rajeev Motwani",ACM SIGMOD Record ,1997,1053.0,271084
2107,Intelligent access to heterogeneous information sources: report on the 4th workshop on knowledge representation meets databases,"Franz Baader, Manfred A. Jeusfeld, Werner Nutt",ACM SIGMOD Record ,1997,1054.0,274461
2108,Intelligent Access to Heterogeneous Information Sources: Report on the 4th Workshop on Knowledge Representation Meets Databases,"Manfred A. Jeusfeld, Franz Baader, Werner Nutt",SIGMOD Record,1997,1054.0,journals/sigmod/BaaderJN97
2109,Workshop on Workflow Management in Scientific and Engineering Applications - Report,"Gottfried Vossen, Richard McClatchey",SIGMOD Record,1997,1055.0,journals/sigmod/McClatcheyV97
2110,Workshop on workflow management in scientific and engineering applications-report,"R. McClatchey, G. Vossen",ACM SIGMOD Record ,1997,1055.0,271087
2111,Research Issues in Federated Database Systems: Report of EFDBS '97 Workshop,"Fèlix Saltor, Mark Roantree, Mark W. W. Vermeer, Wilhelm Hasselbring, Martin Schönhoff, Markus Strässler, Barry Eaglestone, Stefan Conrad",SIGMOD Record,1997,1056.0,journals/sigmod/ConradEHRSSSV97
2112,Research issues in federated database systems: report of EFDBS '97 workshop,"S. Conrad, B. Eaglestone, W. Hasselbring, M. Roantree, M. Sch&#246;hoff, M. Str&#228;ssler, M. Vermeer, F. Saltor",ACM SIGMOD Record ,1997,1056.0,271089
2113,Virtual database technology,"Ashish Gupta, Venky Harinarayan, Anand Rajaraman",ACM SIGMOD Record ,1997,1057.0,271093
2114,Virtual Database technology,"Venky Harinarayan, Ashish Gupta, Anand Rajaraman",SIGMOD Record,1997,1057.0,journals/sigmod/GuptaHR97
2115,"The five-minute rule ten years later, and other computer storage rules of thumb","Jim Gray, Goetz Graefe",ACM SIGMOD Record ,1997,1058.0,271094
2116,"The Five-Minute Rule Ten Years Later, and Other Computer Storage Rules of Thumb","Jim Gray, Goetz Graefe",SIGMOD Record,1997,1058.0,journals/sigmod/GrayG97
2117,Information systems research at George Mason University,"Sushil Jajodia, Daniel Barbar&#225;, Alex Brodsky, Larry Kerschberg, Ami Motro, Edgar Sibley, X. Sean Wang",ACM SIGMOD Record ,1997,1059.0,271095
2118,Information Systems Research at George Mason University,"Sushil Jajodia, Amihai Motro, Edgar H. Sibley, Alexander Brodsky, Larry Kerschberg, Xiaoyang Sean Wang, Daniel Barbará",SIGMOD Record,1997,1059.0,journals/sigmod/JajodiaBBKMSW97
2119,The database and information system research group at the University of ULM,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record ,1997,1060.0,271096
2120,The Database and Information System Research Group at the University of Ulm,"Peter Dadam, Wolfgang Klas",SIGMOD Record,1997,1060.0,journals/sigmod/DadamK97
2121,A Query Language for a Web-Site Management System,"Dan Suciu, Daniela Florescu, Alon Y. Levy, Mary F. Fernandez",SIGMOD Record,1997,1061.0,journals/sigmod/FernandezFLS97
2122,A query language for a Web-site management system,"Mary Fernandez, Daniela Florescu, Alon Levy, Dan Suciu",ACM SIGMOD Record ,1997,1061.0,262763
2123,An extended entity-relationship model for geographic applications,"Thanasis Hadzilacos, Nectaria Tryfona",ACM SIGMOD Record ,1997,1062.0,262766
2124,An Extended Entity-Relationship Model for Geographic Applications,"Nectaria Tryfona, Thanasis Hadzilacos",SIGMOD Record,1997,1062.0,journals/sigmod/HadzilacosT97
2125,Asserting beliefs in MLS relational models,"Nenad A. Jukic, Susan V. Vrbsky",ACM SIGMOD Record ,1997,1063.0,262767
2126,Asserting Beliefs in MLS Relational Models,"Nenad Jukic, Susan V. Vrbsky",SIGMOD Record,1997,1063.0,journals/sigmod/JukicV97
2127,Database Systems - Breaking Out of the Box,"Abraham Silberschatz, Stanley B. Zdonik",SIGMOD Record,1997,1064.0,journals/sigmod/SilberschatzZ97
2128,Database systems-breaking out of the box,"Avi Silberschatz, Stan Zdonik",ACM SIGMOD Record ,1997,1064.0,262768
2129,Quasi-cubes: exploiting approximations in multidimensional databases,"Daniel Barbar&#225;, Mark Sullivan",ACM SIGMOD Record ,1997,1065.0,262764
